Track,UserId,Archetype,Model,Train_Count,Holdout_Pos,Candidate_Count,Precision@10,Precision@10_Ceiling,Recall@10,HR@10,MRR@10,NDCG@10,Language_Diversity,Genre_Diversity,Filter_Bubble_Score,Preference_Escape@10
real,821,korean,Popularity,61,4,1004,0.1,0.4,0.25,1.0,0.5,0.2463,4,9,0.4,0.6
real,821,korean,CF_ColdStart,61,4,1004,0.0,0.4,0.0,0.0,0.0,0.0,3,12,0.5,0.5
real,821,korean,CBF,61,4,1004,0.0,0.4,0.0,0.0,0.0,0.0,4,9,0.6,0.4
real,821,korean,Affinity_Only,61,4,1004,0.1,0.4,0.25,1.0,0.1,0.1128,1,7,1.0,0.0
real,821,korean,NonLocal_Hybrid,61,4,1004,0.1,0.4,0.25,1.0,0.1667,0.1391,4,12,0.7,0.3
real,821,korean,Localized_Hybrid,61,4,1004,0.1,0.4,0.25,1.0,0.5,0.2463,3,10,1.0,0.0
real,1309,hollywood,Popularity,65,12,1012,0.0,1.0,0.0,0.0,0.0,0.0,5,10,0.4,0.6
real,1309,hollywood,CF_ColdStart,65,12,1012,0.2,1.0,0.1667,1.0,0.25,0.1682,3,12,0.7,0.3
real,1309,hollywood,CBF,65,12,1012,0.1,1.0,0.0833,1.0,0.3333,0.11,3,8,0.8,0.2
real,1309,hollywood,Affinity_Only,65,12,1012,0.2,1.0,0.1667,1.0,1.0,0.2895,1,9,1.0,0.0
real,1309,hollywood,NonLocal_Hybrid,65,12,1012,0.3,1.0,0.25,1.0,1.0,0.3689,1,8,1.0,0.0
real,1309,hollywood,Localized_Hybrid,65,12,1012,0.3,1.0,0.25,1.0,1.0,0.3689,1,8,1.0,0.0
real,1416,hollywood,Popularity,78,15,1016,0.0,1.0,0.0,0.0,0.0,0.0,5,13,0.4,0.6
real,1416,hollywood,CF_ColdStart,78,15,1016,0.0,1.0,0.0,0.0,0.0,0.0,3,14,0.7,0.3
real,1416,hollywood,CBF,78,15,1016,0.1,1.0,0.0667,1.0,0.5,0.1389,2,9,0.9,0.1
real,1416,hollywood,Affinity_Only,78,15,1016,0.0,1.0,0.0,0.0,0.0,0.0,1,3,1.0,0.0
real,1416,hollywood,NonLocal_Hybrid,78,15,1016,0.2,1.0,0.1333,1.0,0.3333,0.1884,4,8,0.7,0.3
real,1416,hollywood,Localized_Hybrid,78,15,1016,0.3,1.0,0.2,1.0,0.3333,0.2547,1,10,1.0,0.0
real,2428,korean,Popularity,210,50,1050,0.4,1.0,0.08,1.0,0.5,0.3967,3,9,0.7,0.3
real,2428,korean,CF_ColdStart,210,50,1050,0.2,1.0,0.04,1.0,0.3333,0.1952,6,10,0.4,0.6
real,2428,korean,CBF,210,50,1050,0.2,1.0,0.04,1.0,0.25,0.1799,2,7,0.9,0.1
real,2428,korean,Affinity_Only,210,50,1050,0.3,1.0,0.06,1.0,0.5,0.3341,1,8,1.0,0.0
real,2428,korean,NonLocal_Hybrid,210,50,1050,0.4,1.0,0.08,1.0,1.0,0.5271,1,8,1.0,0.0
real,2428,korean,Localized_Hybrid,210,50,1050,0.4,1.0,0.08,1.0,1.0,0.5271,2,9,1.0,0.0
real,3606,hollywood,Popularity,623,147,1147,0.2,1.0,0.0136,1.0,0.2,0.1514,4,12,0.3,0.7
real,3606,hollywood,CF_ColdStart,623,147,1147,0.1,1.0,0.0068,1.0,0.125,0.0694,6,10,0.2,0.8
real,3606,hollywood,CBF,623,147,1147,0.7,1.0,0.0476,1.0,1.0,0.791,2,8,0.9,0.1
real,3606,hollywood,Affinity_Only,623,147,1147,0.4,1.0,0.0272,1.0,0.3333,0.347,1,5,1.0,0.0
real,3606,hollywood,NonLocal_Hybrid,623,147,1147,0.7,1.0,0.0476,1.0,1.0,0.7606,2,10,0.9,0.1
real,3606,hollywood,Localized_Hybrid,623,147,1147,0.8,1.0,0.0544,1.0,1.0,0.8205,1,10,1.0,0.0
real,4263,hollywood,Popularity,40,5,1005,0.0,0.5,0.0,0.0,0.0,0.0,5,10,0.1,0.9
real,4263,hollywood,CF_ColdStart,40,5,1005,0.1,0.5,0.2,1.0,0.1111,0.1021,3,12,0.8,0.2
real,4263,hollywood,CBF,40,5,1005,0.1,0.5,0.2,1.0,0.5,0.214,1,8,1.0,0.0
real,4263,hollywood,Affinity_Only,40,5,1005,0.0,0.5,0.0,0.0,0.0,0.0,1,6,1.0,0.0
real,4263,hollywood,NonLocal_Hybrid,40,5,1005,0.2,0.5,0.4,1.0,1.0,0.4372,1,7,1.0,0.0
real,4263,hollywood,Localized_Hybrid,40,5,1005,0.1,0.5,0.2,1.0,1.0,0.3392,1,8,1.0,0.0
real,4708,korean,Popularity,22,5,1005,0.0,0.5,0.0,0.0,0.0,0.0,5,11,0.0,1.0
real,4708,korean,CF_ColdStart,22,5,1005,0.0,0.5,0.0,0.0,0.0,0.0,5,13,0.1,0.9
real,4708,korean,CBF,22,5,1005,0.0,0.5,0.0,0.0,0.0,0.0,4,5,0.0,1.0
real,4708,korean,Affinity_Only,22,5,1005,0.2,0.5,0.4,1.0,0.3333,0.2676,1,8,1.0,0.0
real,4708,korean,NonLocal_Hybrid,22,5,1005,0.0,0.5,0.0,0.0,0.0,0.0,6,6,0.1,0.9
real,4708,korean,Localized_Hybrid,22,5,1005,0.2,0.5,0.4,1.0,0.3333,0.2717,4,8,0.5,0.5
real,4946,hollywood,Popularity,27,6,1006,0.1,0.6,0.1667,1.0,0.1429,0.1009,3,10,0.1,0.9
real,4946,hollywood,CF_ColdStart,27,6,1006,0.0,0.6,0.0,0.0,0.0,0.0,3,11,0.6,0.4
real,4946,hollywood,CBF,27,6,1006,0.0,0.6,0.0,0.0,0.0,0.0,2,9,0.9,0.1
real,4946,hollywood,Affinity_Only,27,6,1006,0.0,0.6,0.0,0.0,0.0,0.0,1,9,1.0,0.0
real,4946,hollywood,NonLocal_Hybrid,27,6,1006,0.0,0.6,0.0,0.0,0.0,0.0,1,10,0.9,0.1
real,4946,hollywood,Localized_Hybrid,27,6,1006,0.1,0.6,0.1667,1.0,0.1111,0.0911,2,10,1.0,0.0
real,7531,anime,Popularity,30,7,1007,0.0,0.7,0.0,0.0,0.0,0.0,3,6,0.0,1.0
real,7531,anime,CF_ColdStart,30,7,1007,0.0,0.7,0.0,0.0,0.0,0.0,3,9,0.7,0.3
real,7531,anime,CBF,30,7,1007,0.0,0.7,0.0,0.0,0.0,0.0,2,11,0.8,0.2
real,7531,anime,Affinity_Only,30,7,1007,0.0,0.7,0.0,0.0,0.0,0.0,1,9,1.0,0.0
real,7531,anime,NonLocal_Hybrid,30,7,1007,0.0,0.7,0.0,0.0,0.0,0.0,3,9,0.8,0.2
real,7531,anime,Localized_Hybrid,30,7,1007,0.0,0.7,0.0,0.0,0.0,0.0,2,10,1.0,0.0
real,7837,korean,Popularity,27,5,1005,0.0,0.5,0.0,0.0,0.0,0.0,3,15,0.6,0.4
real,7837,korean,CF_ColdStart,27,5,1005,0.0,0.5,0.0,0.0,0.0,0.0,5,12,0.2,0.8
real,7837,korean,CBF,27,5,1005,0.0,0.5,0.0,0.0,0.0,0.0,4,12,0.7,0.3
real,7837,korean,Affinity_Only,27,5,1005,0.0,0.5,0.0,0.0,0.0,0.0,1,8,1.0,0.0
real,7837,korean,NonLocal_Hybrid,27,5,1005,0.0,0.5,0.0,0.0,0.0,0.0,8,14,0.2,0.8
real,7837,korean,Localized_Hybrid,27,5,1005,0.0,0.5,0.0,0.0,0.0,0.0,4,12,0.7,0.3
real,7981,bollywood,Popularity,28,6,1007,0.1,0.6,0.1667,1.0,1.0,0.3026,3,13,0.5,0.5
real,7981,bollywood,CF_ColdStart,28,6,1007,0.4,0.6,0.6667,1.0,1.0,0.6717,1,10,1.0,0.0
real,7981,bollywood,CBF,28,6,1007,0.1,0.6,0.1667,1.0,0.25,0.1303,2,5,0.9,0.1
real,7981,bollywood,Affinity_Only,28,6,1007,0.0,0.6,0.0,0.0,0.0,0.0,1,6,1.0,0.0
real,7981,bollywood,NonLocal_Hybrid,28,6,1007,0.1,0.6,0.1667,1.0,0.1111,0.0911,1,9,1.0,0.0
real,7981,bollywood,Localized_Hybrid,28,6,1007,0.1,0.6,0.1667,1.0,0.1111,0.0911,1,9,1.0,0.0
real,8669,hollywood,Popularity,488,90,1091,0.1,1.0,0.0111,1.0,0.5,0.1389,3,9,0.5,0.5
real,8669,hollywood,CF_ColdStart,488,90,1091,0.2,1.0,0.0222,1.0,0.1667,0.142,5,10,0.3,0.7
real,8669,hollywood,CBF,488,90,1091,0.0,1.0,0.0,0.0,0.0,0.0,4,7,0.7,0.3
real,8669,hollywood,Affinity_Only,488,90,1091,0.1,1.0,0.0111,1.0,0.2,0.0851,1,9,1.0,0.0
real,8669,hollywood,NonLocal_Hybrid,488,90,1091,0.2,1.0,0.0222,1.0,0.125,0.1331,3,7,0.7,0.3
real,8669,hollywood,Localized_Hybrid,488,90,1091,0.3,1.0,0.0333,1.0,0.1667,0.2154,2,8,0.9,0.1
real,8805,bollywood,Popularity,75,19,1019,0.0,1.0,0.0,0.0,0.0,0.0,3,11,0.5,0.5
real,8805,bollywood,CF_ColdStart,75,19,1019,0.1,1.0,0.0526,1.0,0.3333,0.11,3,9,0.6,0.4
real,8805,bollywood,CBF,75,19,1019,0.0,1.0,0.0,0.0,0.0,0.0,3,8,0.8,0.2
real,8805,bollywood,Affinity_Only,75,19,1019,0.5,1.0,0.2632,1.0,1.0,0.5233,1,8,1.0,0.0
real,8805,bollywood,NonLocal_Hybrid,75,19,1019,0.1,1.0,0.0526,1.0,0.1111,0.0663,2,10,0.8,0.2
real,8805,bollywood,Localized_Hybrid,75,19,1019,0.2,1.0,0.1053,1.0,0.25,0.1642,2,11,1.0,0.0
real,9861,hollywood,Popularity,136,22,1022,0.0,1.0,0.0,0.0,0.0,0.0,3,12,0.5,0.5
real,9861,hollywood,CF_ColdStart,136,22,1022,0.0,1.0,0.0,0.0,0.0,0.0,5,10,0.3,0.7
real,9861,hollywood,CBF,136,22,1022,0.0,1.0,0.0,0.0,0.0,0.0,7,5,0.1,0.9
real,9861,hollywood,Affinity_Only,136,22,1022,0.0,1.0,0.0,0.0,0.0,0.0,1,6,1.0,0.0
real,9861,hollywood,NonLocal_Hybrid,136,22,1022,0.0,1.0,0.0,0.0,0.0,0.0,4,6,0.5,0.5
real,9861,hollywood,Localized_Hybrid,136,22,1022,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0.9,0.1
real,10721,hollywood,Popularity,32,8,1008,0.0,0.8,0.0,0.0,0.0,0.0,4,8,0.6,0.4
real,10721,hollywood,CF_ColdStart,32,8,1008,0.1,0.8,0.125,1.0,0.1429,0.0843,2,8,0.9,0.1
real,10721,hollywood,CBF,32,8,1008,0.0,0.8,0.0,0.0,0.0,0.0,3,9,0.7,0.3
real,10721,hollywood,Affinity_Only,32,8,1008,0.0,0.8,0.0,0.0,0.0,0.0,1,7,1.0,0.0
real,10721,hollywood,NonLocal_Hybrid,32,8,1008,0.2,0.8,0.25,1.0,0.3333,0.2026,2,7,0.9,0.1
real,10721,hollywood,Localized_Hybrid,32,8,1008,0.3,0.8,0.375,1.0,0.3333,0.2794,1,7,1.0,0.0
real,11118,hollywood,Popularity,423,30,1030,0.1,1.0,0.0333,1.0,0.1111,0.0663,4,11,0.4,0.6
real,11118,hollywood,CF_ColdStart,423,30,1030,0.2,1.0,0.0667,1.0,0.3333,0.1952,5,8,0.2,0.8
real,11118,hollywood,CBF,423,30,1030,0.1,1.0,0.0333,1.0,1.0,0.2201,5,8,0.5,0.5
real,11118,hollywood,Affinity_Only,423,30,1030,0.1,1.0,0.0333,1.0,0.1429,0.0734,1,7,1.0,0.0
real,11118,hollywood,NonLocal_Hybrid,423,30,1030,0.2,1.0,0.0667,1.0,0.5,0.2489,4,7,0.7,0.3
real,11118,hollywood,Localized_Hybrid,423,30,1030,0.4,1.0,0.1333,1.0,1.0,0.46,1,8,1.0,0.0
real,12423,anime,Popularity,58,10,1010,0.1,1.0,0.1,1.0,0.1,0.0636,4,10,0.6,0.4
real,12423,anime,CF_ColdStart,58,10,1010,0.0,1.0,0.0,0.0,0.0,0.0,6,13,0.4,0.6
real,12423,anime,CBF,58,10,1010,0.1,1.0,0.1,1.0,0.5,0.1389,4,10,0.8,0.2
real,12423,anime,Affinity_Only,58,10,1010,0.0,1.0,0.0,0.0,0.0,0.0,1,8,1.0,0.0
real,12423,anime,NonLocal_Hybrid,58,10,1010,0.1,1.0,0.1,1.0,0.125,0.0694,5,9,0.7,0.3
real,12423,anime,Localized_Hybrid,58,10,1010,0.1,1.0,0.1,1.0,0.3333,0.11,1,11,1.0,0.0
real,13389,hollywood,Popularity,152,18,1020,0.0,1.0,0.0,0.0,0.0,0.0,6,14,0.3,0.7
real,13389,hollywood,CF_ColdStart,152,18,1020,0.0,1.0,0.0,0.0,0.0,0.0,6,9,0.2,0.8
real,13389,hollywood,CBF,152,18,1020,0.0,1.0,0.0,0.0,0.0,0.0,4,8,0.6,0.4
real,13389,hollywood,Affinity_Only,152,18,1020,0.1,1.0,0.0556,1.0,0.3333,0.11,1,7,1.0,0.0
real,13389,hollywood,NonLocal_Hybrid,152,18,1020,0.0,1.0,0.0,0.0,0.0,0.0,6,13,0.0,1.0
real,13389,hollywood,Localized_Hybrid,152,18,1020,0.1,1.0,0.0556,1.0,0.1111,0.0663,1,8,1.0,0.0
real,13973,korean,Popularity,25,6,1006,0.1,0.6,0.1667,1.0,0.3333,0.1513,4,11,0.6,0.4
real,13973,korean,CF_ColdStart,25,6,1006,0.1,0.6,0.1667,1.0,0.1667,0.1078,5,14,0.5,0.5
real,13973,korean,CBF,25,6,1006,0.0,0.6,0.0,0.0,0.0,0.0,3,10,0.8,0.2
real,13973,korean,Affinity_Only,25,6,1006,0.0,0.6,0.0,0.0,0.0,0.0,1,5,1.0,0.0
real,13973,korean,NonLocal_Hybrid,25,6,1006,0.0,0.6,0.0,0.0,0.0,0.0,3,12,0.6,0.4
real,13973,korean,Localized_Hybrid,25,6,1006,0.0,0.6,0.0,0.0,0.0,0.0,3,10,0.8,0.2
real,14136,korean,Popularity,38,8,1008,0.0,0.8,0.0,0.0,0.0,0.0,4,11,0.2,0.8
real,14136,korean,CF_ColdStart,38,8,1008,0.2,0.8,0.25,1.0,1.0,0.4125,6,9,0.4,0.6
real,14136,korean,CBF,38,8,1008,0.0,0.8,0.0,0.0,0.0,0.0,3,4,0.8,0.2
real,14136,korean,Affinity_Only,38,8,1008,0.0,0.8,0.0,0.0,0.0,0.0,1,10,1.0,0.0
real,14136,korean,NonLocal_Hybrid,38,8,1008,0.2,0.8,0.25,1.0,1.0,0.4125,5,6,0.7,0.3
real,14136,korean,Localized_Hybrid,38,8,1008,0.2,0.8,0.25,1.0,0.5,0.2861,4,6,0.8,0.2
real,14368,anime,Popularity,26,4,1004,0.1,0.4,0.25,1.0,0.1667,0.1391,4,9,0.6,0.4
real,14368,anime,CF_ColdStart,26,4,1004,0.0,0.4,0.0,0.0,0.0,0.0,4,11,0.5,0.5
real,14368,anime,CBF,26,4,1004,0.0,0.4,0.0,0.0,0.0,0.0,3,8,0.9,0.1
real,14368,anime,Affinity_Only,26,4,1004,0.0,0.4,0.0,0.0,0.0,0.0,1,7,1.0,0.0
real,14368,anime,NonLocal_Hybrid,26,4,1004,0.0,0.4,0.0,0.0,0.0,0.0,3,11,0.8,0.2
real,14368,anime,Localized_Hybrid,26,4,1004,0.0,0.4,0.0,0.0,0.0,0.0,3,10,0.9,0.1
real,14705,bollywood,Popularity,78,1,1001,0.0,0.1,0.0,0.0,0.0,0.0,5,9,0.7,0.3
real,14705,bollywood,CF_ColdStart,78,1,1001,0.0,0.1,0.0,0.0,0.0,0.0,4,13,0.6,0.4
real,14705,bollywood,CBF,78,1,1001,0.0,0.1,0.0,0.0,0.0,0.0,3,11,0.9,0.1
real,14705,bollywood,Affinity_Only,78,1,1001,0.0,0.1,0.0,0.0,0.0,0.0,1,8,1.0,0.0
real,14705,bollywood,NonLocal_Hybrid,78,1,1001,0.0,0.1,0.0,0.0,0.0,0.0,2,12,1.0,0.0
real,14705,bollywood,Localized_Hybrid,78,1,1001,0.0,0.1,0.0,0.0,0.0,0.0,2,11,1.0,0.0
real,15077,bollywood,Popularity,109,23,1023,0.0,1.0,0.0,0.0,0.0,0.0,4,9,0.5,0.5
real,15077,bollywood,CF_ColdStart,109,23,1023,0.1,1.0,0.0435,1.0,0.1667,0.0784,4,7,0.6,0.4
real,15077,bollywood,CBF,109,23,1023,0.0,1.0,0.0,0.0,0.0,0.0,3,7,0.6,0.4
real,15077,bollywood,Affinity_Only,109,23,1023,0.5,1.0,0.2174,1.0,0.5,0.4787,1,6,1.0,0.0
real,15077,bollywood,NonLocal_Hybrid,109,23,1023,0.1,1.0,0.0435,1.0,0.125,0.0694,5,13,0.3,0.7
real,15077,bollywood,Localized_Hybrid,109,23,1023,0.3,1.0,0.1304,1.0,0.25,0.2533,2,9,1.0,0.0
real,15138,anime,Popularity,66,10,1010,0.1,1.0,0.1,1.0,0.3333,0.11,4,6,0.0,1.0
real,15138,anime,CF_ColdStart,66,10,1010,0.1,1.0,0.1,1.0,0.125,0.0694,4,12,0.4,0.6
real,15138,anime,CBF,66,10,1010,0.0,1.0,0.0,0.0,0.0,0.0,3,8,0.9,0.1
real,15138,anime,Affinity_Only,66,10,1010,0.0,1.0,0.0,0.0,0.0,0.0,1,8,1.0,0.0
real,15138,anime,NonLocal_Hybrid,66,10,1010,0.1,1.0,0.1,1.0,0.1429,0.0734,3,10,0.9,0.1
real,15138,anime,Localized_Hybrid,66,10,1010,0.1,1.0,0.1,1.0,0.1667,0.0784,2,10,1.0,0.0
real,15952,korean,Popularity,41,8,1008,0.1,0.8,0.125,1.0,0.125,0.0798,4,13,0.5,0.5
real,15952,korean,CF_ColdStart,41,8,1008,0.1,0.8,0.125,1.0,0.1667,0.0901,3,13,0.6,0.4
real,15952,korean,CBF,41,8,1008,0.0,0.8,0.0,0.0,0.0,0.0,1,9,1.0,0.0
real,15952,korean,Affinity_Only,41,8,1008,0.0,0.8,0.0,0.0,0.0,0.0,1,8,1.0,0.0
real,15952,korean,NonLocal_Hybrid,41,8,1008,0.3,0.8,0.375,1.0,1.0,0.4192,2,9,0.9,0.1
real,15952,korean,Localized_Hybrid,41,8,1008,0.1,0.8,0.125,1.0,1.0,0.2529,2,10,1.0,0.0
real,16205,hollywood,Popularity,163,35,1035,0.2,1.0,0.0571,1.0,0.5,0.2337,4,12,0.5,0.5
real,16205,hollywood,CF_ColdStart,163,35,1035,0.2,1.0,0.0571,1.0,0.3333,0.1795,4,11,0.4,0.6
real,16205,hollywood,CBF,163,35,1035,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0.9,0.1
real,16205,hollywood,Affinity_Only,163,35,1035,0.1,1.0,0.0286,1.0,0.1111,0.0663,1,8,1.0,0.0
real,16205,hollywood,NonLocal_Hybrid,163,35,1035,0.4,1.0,0.1143,1.0,1.0,0.4663,2,7,0.8,0.2
real,16205,hollywood,Localized_Hybrid,163,35,1035,0.4,1.0,0.1143,1.0,0.3333,0.3418,1,7,1.0,0.0
real,17355,anime,Popularity,67,9,1009,0.1,0.9,0.1111,1.0,0.2,0.0909,3,9,0.6,0.4
real,17355,anime,CF_ColdStart,67,9,1009,0.0,0.9,0.0,0.0,0.0,0.0,5,10,0.5,0.5
real,17355,anime,CBF,67,9,1009,0.0,0.9,0.0,0.0,0.0,0.0,3,11,0.9,0.1
real,17355,anime,Affinity_Only,67,9,1009,0.0,0.9,0.0,0.0,0.0,0.0,1,8,1.0,0.0
real,17355,anime,NonLocal_Hybrid,67,9,1009,0.0,0.9,0.0,0.0,0.0,0.0,3,10,0.8,0.2
real,17355,anime,Localized_Hybrid,67,9,1009,0.0,0.9,0.0,0.0,0.0,0.0,2,11,1.0,0.0
real,17455,mixed,Popularity,94,17,1017,0.0,1.0,0.0,0.0,0.0,0.0,3,8,0.8,0.2
real,17455,mixed,CF_ColdStart,94,17,1017,0.0,1.0,0.0,0.0,0.0,0.0,7,8,0.2,0.8
real,17455,mixed,CBF,94,17,1017,0.1,1.0,0.0588,1.0,0.125,0.0694,5,5,0.6,0.4
real,17455,mixed,Affinity_Only,94,17,1017,0.0,1.0,0.0,0.0,0.0,0.0,1,10,1.0,0.0
real,17455,mixed,NonLocal_Hybrid,94,17,1017,0.0,1.0,0.0,0.0,0.0,0.0,5,5,0.3,0.7
real,17455,mixed,Localized_Hybrid,94,17,1017,0.0,1.0,0.0,0.0,0.0,0.0,3,5,0.8,0.2
real,17697,bollywood,Popularity,317,62,1062,0.3,1.0,0.0484,1.0,0.3333,0.2579,4,13,0.2,0.8
real,17697,bollywood,CF_ColdStart,317,62,1062,0.2,1.0,0.0323,1.0,1.0,0.359,6,11,0.0,1.0
real,17697,bollywood,CBF,317,62,1062,0.2,1.0,0.0323,1.0,0.3333,0.1834,4,8,0.7,0.3
real,17697,bollywood,Affinity_Only,317,62,1062,0.1,1.0,0.0161,1.0,0.1667,0.0784,1,6,1.0,0.0
real,17697,bollywood,NonLocal_Hybrid,317,62,1062,0.3,1.0,0.0484,1.0,1.0,0.4323,5,8,0.3,0.7
real,17697,bollywood,Localized_Hybrid,317,62,1062,0.1,1.0,0.0161,1.0,0.25,0.0948,1,11,1.0,0.0
real,17711,mixed,Popularity,42,11,1011,0.1,1.0,0.0909,1.0,0.2,0.0851,4,11,0.5,0.5
real,17711,mixed,CF_ColdStart,42,11,1011,0.0,1.0,0.0,0.0,0.0,0.0,7,11,0.0,1.0
real,17711,mixed,CBF,42,11,1011,0.0,1.0,0.0,0.0,0.0,0.0,7,5,0.4,0.6
real,17711,mixed,Affinity_Only,42,11,1011,0.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,0.0
real,17711,mixed,NonLocal_Hybrid,42,11,1011,0.0,1.0,0.0,0.0,0.0,0.0,8,4,0.1,0.9
real,17711,mixed,Localized_Hybrid,42,11,1011,0.0,1.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
real,18375,bollywood,Popularity,422,81,1081,0.3,1.0,0.037,1.0,0.3333,0.2686,5,11,0.4,0.6
real,18375,bollywood,CF_ColdStart,422,81,1081,0.2,1.0,0.0247,1.0,0.25,0.1642,4,8,0.5,0.5
real,18375,bollywood,CBF,422,81,1081,0.2,1.0,0.0247,1.0,0.3333,0.1737,3,5,0.8,0.2
real,18375,bollywood,Affinity_Only,422,81,1081,0.1,1.0,0.0123,1.0,1.0,0.2201,1,11,1.0,0.0
real,18375,bollywood,NonLocal_Hybrid,422,81,1081,0.4,1.0,0.0494,1.0,1.0,0.4291,5,9,0.5,0.5
real,18375,bollywood,Localized_Hybrid,422,81,1081,0.4,1.0,0.0494,1.0,1.0,0.5101,2,9,1.0,0.0
real,18384,anime,Popularity,58,13,1013,0.1,1.0,0.0769,1.0,1.0,0.2201,3,10,0.9,0.1
real,18384,anime,CF_ColdStart,58,13,1013,0.2,1.0,0.1538,1.0,0.1667,0.1478,4,11,0.6,0.4
real,18384,anime,CBF,58,13,1013,0.2,1.0,0.1538,1.0,0.2,0.1514,3,8,0.9,0.1
real,18384,anime,Affinity_Only,58,13,1013,0.1,1.0,0.0769,1.0,0.3333,0.11,1,8,1.0,0.0
real,18384,anime,NonLocal_Hybrid,58,13,1013,0.2,1.0,0.1538,1.0,0.1667,0.1447,3,11,0.9,0.1
real,18384,anime,Localized_Hybrid,58,13,1013,0.3,1.0,0.2308,1.0,0.2,0.2208,2,10,1.0,0.0
real,18492,anime,Popularity,29,5,1005,0.3,0.5,0.6,1.0,1.0,0.5621,4,9,0.6,0.4
real,18492,anime,CF_ColdStart,29,5,1005,0.1,0.5,0.2,1.0,1.0,0.3392,5,11,0.5,0.5
real,18492,anime,CBF,29,5,1005,0.0,0.5,0.0,0.0,0.0,0.0,3,11,0.9,0.1
real,18492,anime,Affinity_Only,29,5,1005,0.0,0.5,0.0,0.0,0.0,0.0,1,8,1.0,0.0
real,18492,anime,NonLocal_Hybrid,29,5,1005,0.1,0.5,0.2,1.0,0.3333,0.1696,3,12,0.9,0.1
real,18492,anime,Localized_Hybrid,29,5,1005,0.1,0.5,0.2,1.0,0.5,0.214,2,13,1.0,0.0
real,19627,bollywood,Popularity,112,13,1014,0.1,1.0,0.0769,1.0,0.1667,0.0784,3,10,0.6,0.4
real,19627,bollywood,CF_ColdStart,112,13,1014,0.0,1.0,0.0,0.0,0.0,0.0,4,11,0.3,0.7
real,19627,bollywood,CBF,112,13,1014,0.1,1.0,0.0769,1.0,0.2,0.0851,2,9,0.9,0.1
real,19627,bollywood,Affinity_Only,112,13,1014,0.2,1.0,0.1538,1.0,0.25,0.161,1,7,1.0,0.0
real,19627,bollywood,NonLocal_Hybrid,112,13,1014,0.1,1.0,0.0769,1.0,0.1429,0.0734,2,12,0.9,0.1
real,19627,bollywood,Localized_Hybrid,112,13,1014,0.1,1.0,0.0769,1.0,0.1667,0.0784,1,11,1.0,0.0
real,20464,bollywood,Popularity,136,20,1020,0.0,1.0,0.0,0.0,0.0,0.0,5,11,0.2,0.8
real,20464,bollywood,CF_ColdStart,136,20,1020,0.2,1.0,0.1,1.0,1.0,0.2837,5,10,0.6,0.4
real,20464,bollywood,CBF,136,20,1020,0.0,1.0,0.0,0.0,0.0,0.0,4,8,0.6,0.4
real,20464,bollywood,Affinity_Only,136,20,1020,0.0,1.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
real,20464,bollywood,NonLocal_Hybrid,136,20,1020,0.2,1.0,0.1,1.0,0.25,0.1732,2,9,0.7,0.3
real,20464,bollywood,Localized_Hybrid,136,20,1020,0.1,1.0,0.05,1.0,0.5,0.1389,2,9,0.9,0.1
real,20970,bollywood,Popularity,273,38,1038,0.1,1.0,0.0263,1.0,0.1429,0.0734,6,12,0.4,0.6
real,20970,bollywood,CF_ColdStart,273,38,1038,0.2,1.0,0.0526,1.0,0.2,0.1635,4,13,0.4,0.6
real,20970,bollywood,CBF,273,38,1038,0.4,1.0,0.1053,1.0,1.0,0.4886,3,11,0.8,0.2
real,20970,bollywood,Affinity_Only,273,38,1038,0.1,1.0,0.0263,1.0,0.5,0.1389,1,9,1.0,0.0
real,20970,bollywood,NonLocal_Hybrid,273,38,1038,0.5,1.0,0.1316,1.0,0.5,0.4553,3,10,0.9,0.1
real,20970,bollywood,Localized_Hybrid,273,38,1038,0.6,1.0,0.1579,1.0,0.5,0.5373,2,10,1.0,0.0
real,21076,hollywood,Popularity,34,7,1007,0.1,0.7,0.1429,1.0,0.5,0.1734,4,9,0.1,0.9
real,21076,hollywood,CF_ColdStart,34,7,1007,0.3,0.7,0.4286,1.0,0.2,0.291,1,10,1.0,0.0
real,21076,hollywood,CBF,34,7,1007,0.1,0.7,0.1429,1.0,0.25,0.1184,3,5,0.8,0.2
real,21076,hollywood,Affinity_Only,34,7,1007,0.0,0.7,0.0,0.0,0.0,0.0,1,7,1.0,0.0
real,21076,hollywood,NonLocal_Hybrid,34,7,1007,0.3,0.7,0.4286,1.0,0.3333,0.327,1,6,1.0,0.0
real,21076,hollywood,Localized_Hybrid,34,7,1007,0.3,0.7,0.4286,1.0,0.3333,0.3221,1,6,1.0,0.0
real,21128,korean,Popularity,38,8,1008,0.1,0.8,0.125,1.0,1.0,0.2529,2,9,0.6,0.4
real,21128,korean,CF_ColdStart,38,8,1008,0.0,0.8,0.0,0.0,0.0,0.0,2,5,0.8,0.2
real,21128,korean,CBF,38,8,1008,0.0,0.8,0.0,0.0,0.0,0.0,2,8,0.9,0.1
real,21128,korean,Affinity_Only,38,8,1008,0.0,0.8,0.0,0.0,0.0,0.0,2,10,1.0,0.0
